Key,English,Thai
CLIENT_HELP_INC_000551,This means how much chance you have to make a critical hit.,โอกาสที่คุณจะทำการโจมตีคริติคอลได้มีมากเท่าไร
CLIENT_HELP_INC_000552,Attack Speed,ความเร็วในการโจมตี
CLIENT_HELP_INC_000553,This shows the Attack Rate of a character when attacking.,สิ่งนี้แสดงอัตราการโจมตีของตัวละครเมื่อทำการโจมตี
CLIENT_HELP_INC_000554,Resisting power,พลังต้านทาน
CLIENT_HELP_INC_000555,This indicates how much “Reduced/Weakened magical damage” a character can receive.,เป็นค่าที่แสดงว่าสามารถลดความเสียหายอันเกิดจากเวทย์มนต์ได้มากน้อยแค่ไหน
CLIENT_HELP_INC_000556,Properties,ธาตุ
CLIENT_HELP_INC_000557,There are 5 elemental properties or attributes that exist in FLYFF. Each of these properties has a strength and weakness. A player can achieve the highest possible damage when he uses a weapon which is imbued with the property that is the weakness of his enemy’s property.,ในเกม Flyff ประกอบด้วยธาตุต่างๆ 5 ธาตุ โดยแต่ละธาตุก็จะมีทั้งธาตุจุดแข็งและจุดอ่อน ชนะและแพ้ทางกัน จึงต้องดูให้ดีหากจะทำการเพิ่มธาตุต่างๆ ลงไปยังชุดเกราะหรืออาวุธของผู้เล่น
CLIENT_HELP_INC_000558,Fire,ธาตุไฟ
CLIENT_HELP_INC_000559,Fire A property that is strong against the Wind property but is weak against the Water property.,ไฟชนะลม แต่แพ้น้ำ
CLIENT_HELP_INC_000560,Water,ธาตุน้ำ
CLIENT_HELP_INC_000561,Water. A property that is as strong against the Fire Property but is weak against the Electricity property.,น้ำชนะไฟ แต่แพ้สายฟ้า
CLIENT_HELP_INC_000562,Electricity,สายฟ้า
CLIENT_HELP_INC_000563,A property that is strong against the Water Property but weak against the Earth Property.,สายฟ้าชนะน้ำ แต่แพ้ดิน
CLIENT_HELP_INC_000564,Earth,ดิน
CLIENT_HELP_INC_000565,earth A property that is strong against the Electricity Property but weak against the Wind Property.,ดินชนะสายฟ้า แต่แพ้ลม
CLIENT_HELP_INC_000566,Wind,ลม
CLIENT_HELP_INC_000567,A property that is strong against the Earth Property but weak against the Fire property.,ลมชนะดิน แต่แพ้ไฟ
CLIENT_HELP_INC_000568,Enchant,อัพเกรด
CLIENT_HELP_INC_000569,"Upgrading means making the item more powerful. Each item can be normally upgraded over 10 levels, and weapons / armor chest pieces can be elementally upgraded over 10 levels. If the upgrade fails, there is no penalty between levels 1 and 3, but from levels 4-10 the item will be lost.",การอัพเกรดหมายถึงการทำให้ไอเทมนั้นๆ มีพลังคุณสมบัติ สูงขั้น ตามขั้นที่อัพเกรด ไอเทม สามารถอัพเกรดได้ไม่เกินเลเวล 10 แต่หากอัพเกรดโดนใส่ธาตุ จะสามารถอัพเกรดได้ไม่เกินเลเวล 20 หากการอัพเกรดล้มเหลว เลเวล 1-3 ไอเทมจะไม่สูญหาย แต่ถ้าเลเวล 4 -10 ไอเทมจะหายไป
CLIENT_HELP_INC_000570,Attribute Enchant,อัพเกรดออฟชั่น
CLIENT_HELP_INC_000571,"Your item can receive an attribute modifier (visible in the name of the item) through various means, granting it extra STR, STA, DEX and/or INT.","ไอเทมแต่ละชนิดสามารถเพิ่มออฟชั่น ค่า STR , STA, DEX และ INT ได้"
CLIENT_HELP_INC_000572,Fire Upgrade,การหลอมรวมกับธาตุไฟ
CLIENT_HELP_INC_000573,"When you refine an item with the Fire property, you’ll need a Fire Property Card. When an item is imbued with the Fire Property the item becomes weak to Water but stronger against Wind.",ต้องใช้การ์ดธาตุไฟในการหลอมรวม แล้วจะทำให้ไอเทมที่หลอมรวมสำเร็จเปลี่ยนเป็นธาตุไฟ เพิ่มพลังโจมตีของธาตุไฟให้รุนแรงขึ้น และเพิ่มพลังป้องกันให้สูงขึ้นหากถูกธาตุลมโจมตี แต่จะอ่อนแอเมื่อถูกธาตุน้ำโจมตี
CLIENT_HELP_INC_000574,Water Upgrade,การหลอมรวมกับธาตุน้ำ
CLIENT_HELP_INC_000575,"When you refine an item with the Water property, you’ll need a Water Property Card. When an item is imbued with the Water Property the item becomes weak to Electricity but stronger against Fire.",ต้องใช้การ์ดธาตุน้ำในการหลอมรวม แล้วจะทำให้ไอเทมที่หลอมรวมสำเร็จเปลี่ยนเป็นธาตุน้ำ เพิ่มพลังโจมตีของธาตุน้ำให้รุนแรงขึ้น และเพิ่มพลังป้องกันให้สูงขึ้นหากถูกธาตุไฟโจมตี แต่จะอ่อนแอเมื่อถูกธาตุสายฟ้าโจมตี
CLIENT_HELP_INC_000576,Electric Upgrade,การหลอมรวมกับธาตุสายฟ้า
CLIENT_HELP_INC_000577,"When you refine an item with the Electricity property, you’ll need an Electricity Property Card. When an item is imbued with the Electricity Property the item becomes weak to Earth but stronger against Water.",ต้องใช้การ์ดธาตุสายฟ้าในการหลอมรวม แล้วจะทำให้ไอเทมที่หลอมรวมสำเร็จเปลี่ยนเป็นธาตุสายฟ้า เพิ่มพลังโจมตีของธาตุสายฟ้าให้รุนแรงขึ้น และเพิ่มพลังป้องกันให้สูงขึ้นหากถูกธาตุน้ำโจมตี แต่จะอ่อนแอเมื่อถูกธาตุดินโจมตี
CLIENT_HELP_INC_000578,Wind Upgrade,การหลอมรวมกับธาตุลม
CLIENT_HELP_INC_000579,"When you refine an item with the Wind property, you’ll need a Wind Property Card. When an item is imbued with the Wind Property the item becomes weak to Fire but stronger against Earth.",ต้องใช้การ์ดธาตุลมในการหลอมรวม แล้วจะทำให้ไอเทมที่หลอมรวมสำเร็จเปลี่ยนเป็นธาตุลม เพิ่มพลังโจมตีของธาตุลมให้รุนแรงขึ้น และเพิ่มพลังป้องกันให้สูงขึ้นหากถูกธาตุดินโจมตี แต่จะอ่อนแอเมื่อถูกธาตุไฟโจมตี
CLIENT_HELP_INC_000580,Earth Upgrade,การหลอมรวมกับธาตุดิน
CLIENT_HELP_INC_000581,"When you refine an item with the Earth property, you’ll need an Earth Property Card. When an item is imbued with the Earth Property the item becomes weak to Wind but stronger against Electricity.",ต้องใช้การ์ดธาตุดินในการหลอมรวม แล้วจะทำให้ไอเทมที่หลอมรวมสำเร็จเปลี่ยนเป็นธาตุดิน เพิ่มพลังโจมตีของธาตุดินให้รุนแรงขึ้น และเพิ่มพลังป้องกันให้สูงขึ้นหากถูกธาตุสายฟ้าโจมตี แต่จะอ่อนแอเมื่อถูกธาตุลมโจมตี
CLIENT_HELP_INC_000582,General Upgrade,การหลอมรวมทั่วๆ ไป
CLIENT_HELP_INC_000583,"Normal upgrade means a non-element upgrade. Power Dice are required to upgrade, there are 5 types of Power Dice, 4, 6, 8, 10 and 12.","ความสามารถของการผสมจะสามารถเพิ่มระดับให้กับไอเทม ซึ่งการผสมจะต้องใช้ Power Dice ซึ่งมีตั้งแต่ 4,6,8,10,12 ซึ่งแต่ละระดับจะให้ผลที่ต่างกันออกไป"
CLIENT_HELP_INC_000584,Ultimate Weapon Upgrade,Ultimate Weapon Upgrade
CLIENT_HELP_INC_000585,"You can make an Ultimate Weapon with a +10 upgraded unique weapon by using the Ultimate Weapon Upgrade. The maximum upgrade for an Ultimate weapon is up to +10 the same as any other item upgrade but it needs 'Shining Orikalkum'. The Ultimate upgrade is available only for weapons, and the item is destroyed in case of a failure. From +6 you are able to socket your weapon.","คุณสามารถสร้าง Uitimate Weapon ด้วย Unique Weapon +10 โดยการอัพเกรด Ultimate Weapon นั้นสามารถอัพเกรดได้ถึง +10 เหมือนกับการอัพเกรดอาวุธอื่นทั่วไป และ ใช้ 'Shining Orikalkum' ในการอัพเกรด ค่าความสามารถจะเพิ่มขึ้นต่อเมื่ออัพเกรดอาวุธ, และอาวุธจะสูญเสียไปในกรณีที่อัพเกรดไม่สำเร็จ"
CLIENT_HELP_INC_000586,placholder 39,placholder 39
CLIENT_HELP_INC_000587,placholder 40,placholder 40
CLIENT_HELP_INC_000588,placholder 41,placholder 41
CLIENT_HELP_INC_000589,placholder 42,placholder 42
CLIENT_HELP_INC_000590,placholder 43,placholder 43
CLIENT_HELP_INC_000591,placholder 44,placholder 44
CLIENT_HELP_INC_000592,placholder 45,placholder 45
CLIENT_HELP_INC_000593,placholder 46,placholder 46
CLIENT_HELP_INC_000594,placholder 47,placholder 47
CLIENT_HELP_INC_000595,placholder 48,placholder 48
CLIENT_HELP_INC_000596,Building,สิ่งปลูกสร้าง อาคาร
CLIENT_HELP_INC_000597,Information about the buildings that provide services.,ข้อมูลเกี่ยวกับอาคารที่ให้บริการใน Flyff
CLIENT_HELP_INC_000598,Lodestar,Lodestar
CLIENT_HELP_INC_000599,This is a structure that gathers spiritual life and resurrects players who died. It is located inside a city or a wide open clearing.,เป็นเสาซึ่งอยู่ในพื้นที่ขนาดใหญ่และในเมือง จะเป็นที่รวบรวมพลังชีวิตมาไว้ที่เดียวกันอีก เพื่อชุบชีวิตตัวละครที่เสียชีวิต ไม่สามารถระบุที่ได้ เมื่อตายแล้วจะไปยัง Lodestar ที่ใกล้ที่สุด
CLIENT_HELP_INC_000600,Lodelight,Lodelight
CLIENT_HELP_INC_000601,This is a structure that functions like a Lodestar but it resurrects a player in a place near the hunting grounds.,โครงสร้างที่ทำหน้าคล้ายคลึงกับ Lodestar แต่ว่ามีกระจายอยู่ทั่วไปในภาคพื้นเมื่อตายสามารถกำหนดที่ที่จะกลับไปได้
CLIENT_HELP_INC_000602,Weapon shop,ร้านอาวุธ
CLIENT_HELP_INC_000603,"This place sells weapons for the 1st job class such as vagrant, mercenary, and acrobat. It also sells weapons for the 2nd job class such as knight, blade, ringmaster, billposter, jester, and ranger.","สถานที่นี้ขายอาวุธสำหรับอาชีพคลาส 1 เช่น Vagrant, Mercenary และ Acrobat นอกจากนี้ยังมีการขายอาวุธสำหรับคลาส 2 เช่น Knight, Blade, Ringmaster, Billposter, Jester และ Ranger"
CLIENT_HELP_INC_000604,Armor shop,ร้านอุปกรณ์ป้องกัน
CLIENT_HELP_INC_000605,"This place sells armor for Mercenaries, Assists, and Acrobats.","เป็นที่ขายอุปกรณ์แต่ละชนิดซึ่งจำเป็นในการป้องกันตัวของ Mercenary, Assist, Acrobats"
CLIENT_HELP_INC_000606,Magic store,ร้านเวทย์มนต์
CLIENT_HELP_INC_000607,"This place sells weapons, armor, and magic items best suited for Magicians.",เป็นสถานที่ขายอาวุธ เครื่องป้องกันตัว ไอเทมที่เกี่ยวกับเวทย์มนต์
CLIENT_HELP_INC_000608,Food shop,ร้านอาหาร
CLIENT_HELP_INC_000609,This shop sells food items that help recover HP,เป็นสถานที่ขายอาหารแต่ละชนิดซึ่งจะช่วยในการฟื้นฟู HP
CLIENT_HELP_INC_000610,General merchandise,สินค้าทั่วไป
CLIENT_HELP_INC_000611,"This place sells Arrows, Posters, and those sorts of things.","เป็นสถานที่ขายไอเทมที่ร้านอื่นๆ ไม่นำมาขาย หรือมีไม่เพียงพอ เช่น ลูกธนู, Poster, ยา MP"
CLIENT_HELP_INC_000612,Public Office,ศาลากลาง
CLIENT_HELP_INC_000613,"This place is for selling Perin, using your personal bank, and guild bank.",สถานที่นี้เป็นที่ขาย Perin เป็นที่ใช้งานคลังส่วนตัวและคลัง Guild
CLIENT_HELP_INC_000614,Station,ร้านอุปกรณ์การบิน
CLIENT_HELP_INC_000615,This shop sells Flight related items like Flight gears as well as guide’s player on how to fly.,ร้านนี้ขายสินค้าที่เกี่ยวข้องกับการบินเช่น ไม้กวาด Board
CLIENT_HELP_INC_000616,Duel,การประลอง
CLIENT_HELP_INC_000617,A duel is a battle between 2 players. This is different from PK. It is called PvP (Player Vs Player) which can only start when 2 players agree to a duel. A duel has no penalties associated with it.,หมายถึง การต่อสู้เป็นการต่อสู้ระหว่างผู้เล่น 2 คน ซึ่งแตกต่างจาก PK เป็นพฤติกรรมการต่อสู้เอาชนะอย่างหนึ่ง ไม่มีการแยกฝ่าย ในเขตประลองเรียกได้ว่า PvP (Player Vs Player) โดยที่ผู้เล่นจะตกลงเงื่อนไขกันไว้ก่อน กับการต่อสู้กันตัวต่อตัว นอกจากนี้ยังต่างจากPK ตรงที่ไม่มีบทลงโทษ
CLIENT_HELP_INC_000618,Fame,ชื่อเสียง
CLIENT_HELP_INC_000619,You will gain the fame if you keep winning duels. You will also gain  different titles as well.,ถ้าชนะการประลองมากชื่อเสียงก็จะขึ้นตาม ยิ่งชื่อเสียงเพิ่มขึ้นการสรรเสริญก็จะมีมากขึ้น
CLIENT_HELP_INC_000620,Guild Combat Center,ศูนย์กลางการประลอง Guild
CLIENT_HELP_INC_000621,This place is for applying and running guild sieges and 1 on 1 guild sieges. Only available on the 1st sub server.,สถานที่นี้มีไว้สำหรับการแข่งขัน guild และ GuildWars แบบ 1 : 1 โดยจะจัดขึ้นที่เซิฟเวอร์ย่อย 1 เท่านั้น
CLIENT_HELP_INC_000622,Other inquiries,สอบถามข้อมูลอื่นๆ
CLIENT_HELP_INC_000623,Please visit the official homepage: $WEBSITE$ for more inquiries. Have a nice day.,โปรดไปที่หน้าเว็บไซต์เกม: $WEBSITE$ สำหรับสอบถามข้อมูลเพิ่มเติม ขอให้มีความสุข
CLIENT_HELP_INC_000624,Beauty shop,ร้านเสริมสวย
CLIENT_HELP_INC_000625,You can change your hair style and color. The price varies based on the color and style you choose.,คุณสามารถเปลี่ยนทรงผมและสีผมของคุณได้ ราคาขึ้นอยู่กับสีและรูปแบบที่คุณเลือก
CLIENT_HELP_INC_000626,Private Shop,ร้านค้าส่วนตัว
CLIENT_HELP_INC_000627,Items can be conveniently presented for sale to through this option. You can set the quantity and the price.,เป็นร้านค้าส่วนบุคคลซึ่งสามารถเอาสิ่งของต่างๆ ที่ตนเองถือครองอยู่ออกมาขายให้แก่ผู้เล่นคนอื่นได้ คุณสามารถกำหนดปริมาณและราคาได้
CLIENT_HELP_INC_000628,"Open the Start menu, select Personal Shop, and the Personal Shop window will appear.",เปิดเมนู Start Menu เลือก ร้านค้าส่วนตัว แล้วจะมีหน้าต่างร้านค้าส่วนตัวปรากฎขึ้น 
CLIENT_HELP_INC_000629,Drag the items you wish to sell from your inventory and drop them into the Personal Shop window.,ลากไอเทมที่คุณต้องการขายจาก inventory ของคุณ และวางลงในหน้าต่างร้านค้าส่วนตัว
CLIENT_HELP_INC_000630,"After dragging the item into the window, you can set the price for the item, and the quantity you wish to sell.",หลังจากลากไอเทมไปที่หน้าต่าง คุณสามารถกำหนดราคาสำหรับสินค้าและปริมาณที่ต้องการขายได้
CLIENT_HELP_INC_000631,"Put a name in the Shop Name Window, and press OK. You can start selling items after that.",ใส่ชื่อในหน้าต่างชื่อร้านค้า แล้วกดตกลง คุณสามารถเริ่มขายสินค้าได้หลังจากนั้น
CLIENT_HELP_INC_000632,Creating a Guild,การสร้าง Guild
CLIENT_HELP_INC_000633,"There are some basic requirements to creating a Guild. You will need a party of three players all at least level 40, then you have to complete a quest through the Public office NPC Helena in SM. Once finished you and your party members will become a guild.",สามารถสร้างกิลด์ได้เมื่อตัวละครของคุณมีเลเวลถึง 40 และต้องมีสมาชิกปาร์ตี้ 3 คน จากนั้นไปรับเควสที่ NPC Helena เมื่อทำเควสสำเร็จ ตัวละครของคุณและสมาชิกในปาร์ตี้จะกลายเป็นสมาชิกกิลด์
CLIENT_HELP_INC_000634,Raising the Guild Level,การอัพเลเวลของกิลด์
CLIENT_HELP_INC_000635,"Guild Members area able to contribute items and Penya towards raising the guild level. To contribute items, simply press the Support Button inside of the Guild Storage. Raising the Guild Level will open up various options to the Guild to help it grow and distinguish itself.",การบริจาค EXP และเงินเพื่ออัพเกรดเลเวลกิลด์ ไม่ใช่เพียงแค่หัวหน้ากิลด์เท่านั้น แต่สมาชิกทุกคนสามารถบริจาคได้โดยผ่านทางคลังกิลด์ การบริจาคที่เพิ่มขึ้นโดยคุณส่งไอเทมและเงินเข้าในคลังกิลด์ จะส่งผลให้กิลด์มีเลเวลที่สูงขึ้น
CLIENT_HELP_INC_000636,Joining a Guild,เข้าร่วม Guild
CLIENT_HELP_INC_000637,Initially only a Guild Master has the authority to invite Guild members. But a Guild Master can give authority to any Guildie to recruit other members to his Guild.,หัวหน้ากิลด์เท่านั้น ที่สามารถเชิญผู้เล่นอื่นๆเข้าร่วมกิลด์ได้ หรือเป็นผู้ที่ได้รับอำนาจจากหัวหน้ากิลด์ให้สามารถใช้คำสั่งเชิญเข้ากิลด์ได้ ซึ่งการเชิญผู้อื่นเข้ากิลด์จะเป็นการยื่นคำเสนอไปให้ผู้อื่นเข้าร่วมกับกิลด์เรา
CLIENT_HELP_INC_000638,Disbanding a Guild,การยุบ Guild / การไล่สมาชิก
CLIENT_HELP_INC_000639,"The Guild Master can disband the Guild by pressing the DISMISS button on the Guild Menu. Once the Guild is dismissed, it takes 2 days before Members can create or join a new Guild.",เมื่อหัวหน้ากิลด์เลือกคำสั่ง ออกจากกิลด์ ที่ชื่อของสมาชิกคนใด จะเป็นการขับไล่สมาชิกคนนั้นออก และจะสามารถรับสมาชิกคนที่ถูกไล่ออกกลับเข้ามากิลด์ได้อีกครั้งเมื่อระยะผ่าน 3 วันไปแล้ว
CLIENT_HELP_INC_000640,Managing Guild Members,การจัดการสมาชิกกิลด์
CLIENT_HELP_INC_000641,"The Guild Master can manage his Guild from the Guild Menu. He can set things such as promotions, demotions, nicknames, kicking from Guild, etc.","หัวหน้ากิลด์สามารถจัดการบริหารสมาชิกได้แถบหัวข้อสมาชิก ในหน้าต่างกิลด์ เช่น เลื่อนยศให้สูงขึ้น, ลดยศลง, ตั้งฉายาหรือชื่อเล่น, ขับไล่ออกจากกิลด์, การเปลี่ยนหัวหน้ากิลด์"
CLIENT_HELP_INC_000642,Managing Guild Ranks,การจัดการอันดับกิลด์
CLIENT_HELP_INC_000643,"The Guild Master can manage Guild Ranks in the Guild Menu. He can set the authority of the title, degree, admission, access to items and monthly payment.","หัวหน้ากิลด์สามารถกำหนดตำแหน่งได้ที่แถบการจัดการตำแหน่งผู้เล่นในหน้าต่างกิลด์ และสามารถกำหนดอำนาจต่างๆให้กับตำแหน่งนั้น เช่น การเลื่อนยศ, การรับสมาชิก, การเข้า-ออกคลังกิลด์ และการจ่ายเงินเดือน"
CLIENT_HELP_INC_000644,Announcement,การประกาศภายในกิลด์
CLIENT_HELP_INC_000645,Guild Masters can make an announcement by clicking the Notice button on the Information Tab in the Guild Menu. Either a new message can be made of the old one can simply be modified.,"หัวหน้ากิลด์สามารถทำการประกาศในกิลด์ได้โดยคลิ๊กที่ปุ่ม ตั้งค่าประกาศ ที่อยู่ในแทบข้อมูลกิลด์ในหน้าต่างกิลด์ เลือกปุ่ม ""ประกาศใหม่"" เพื่อตั้งประกาศในกิลด์ เมื่อทำการตั้งประกาศเรียบร้อยแล้วให้ กดปุ่ม ""ประกาศเปิด"" ถ้าคุณต้องการที่จะแก้ไขประกาศให้คลิ๊กที่ปุ่ม ""แก้ไขประกาศ"" และ การแก้ไขประกาศนั้นหัวหน้ากิลด์เท่านั้นที่จะมีสิทธิ์ในการแก้ไข"
CLIENT_HELP_INC_000646,Guild Logo,โลโก้ Guild
CLIENT_HELP_INC_000647,"The Guild Logo is the symbol or emblem of the Guild. This can be chosen only once and only by the Guild Master. To use this function, select the Logo button in the Guild Menu.","หัวหน้ากิลด์สามารถทำรูปกิลด์ เพื่อนำมาเป็นสัญลักษณ์กิลด์ สามารถทำได้เมื่อเลเวลกิลด์ถึง เลเวล 4 ทำได้เพียงครั้งเดียว เลือกกดปุ่ม ""ตั้งค่าโลโก้"""
CLIENT_HELP_INC_000648,Guild Storage,คลังเก็บของ Guild
CLIENT_HELP_INC_000649,You can use the Guild Storage only on the 1st Channel of each Server. Anyone can deposit items and Penya into the Guild Storage but only authorized Guild Members can withdraw items and Penya.,คุณสามารถใช้งานคลังกิลด์ได้ที่เซิฟเวอร์ย่อย 1 เท่านั้น ทุกคนสามารถฝากไอเทมและเงินไว้ในคลังกิลด์ได้ แต่จะมีเพียงหัวหน้ากิลด์เท่านั้น ที่มีสิทธิ์นำไอเทมและเงินออกมาจากคลังกิลด์ ปุ่ม Support เป็นปุ่มไว้สำหรับบริจากค่า EXP และเงิน ในการอัพเลเวล และปุ่ม Cloak จะปุ่มไว้สำหรับการสร้างผ้าคลุม
CLIENT_HELP_INC_000650,Info-Pang,Info-Pang
CLIENT_HELP_INC_000651,You may have noticed when you first logged into the game that you were greeted by the Info-Pang in the lower right corner of your screen. This section briefly explains the Info-Pang and how to use him.,คุณอาจสังเกตเห็นว่าเมื่อคุณเข้าสู่ระบบเกมเป็นครั้งแรก คุณได้รับการต้อนรับจาก Info-Pang ที่มุมล่างขวาของหน้าจอ ส่วนนี้จะอธิบายสั้นๆ เกี่ยวกับ Info-Pang และวิธีใช้งาน
CLIENT_HELP_INC_000652,What is it?,มันคืออะไร?
CLIENT_HELP_INC_000653,"The Info-Pang will guide you through all of the basics including controls, hotkeys, menus, and even some game functions. Once you have completed a section, you can always access it if you need to review it. Simply right click on the Info-Pang and select Check the List.",Info-Pang จะแนะนำคุณเกี่ยวกับพื้นฐานทั้งหมด รวมถึงการควบคุม ปุ่มลัด เมนู และแม้กระทั่งฟังก์ชันบางอย่างของเกม เมื่อคุณทำส่วนใดเสร็จแล้ว คุณจะสามารถเข้าถึงส่วนนั้นได้ตลอดเวลาหากต้องการตรวจสอบ เพียงคลิกขวาที่ Info-Pang แล้วเลือก Check the List
CLIENT_HELP_INC_000654,Access the Info-Pang,เข้าถึง Info-Pang
CLIENT_HELP_INC_000655,"The Info-Pang will be activated by default when you log into the game. If you would like to turn the Info-Pang off, Right Click on the Info-Pang and select Hide. If later you would like to recall the Info-Pang you can do that by accessing the Start Menu, selecting Helper, and then selecting Info-Pang.",Info-Pang จะเปิดใช้งานตามค่าเริ่มต้นเมื่อคุณลงชื่อเข้าใช้เกม หากคุณต้องการปิด Info-Pang ให้คลิกขวาที่ Info-Pang แล้วเลือก Hide ถ้าในภายหลังคุณต้องการเรียกคืน Info-Pang คุณสามารถทำได้โดยเข้าไปที่ Start Menu เลือก Helper แล้วเลือก Info-Pang
CLIENT_HELP_INC_000656,Duel among users,การต่อสู้ระหว่างผู้เล่น
CLIENT_HELP_INC_000657,This is a duel between 2 players.,การต่อสู้ระหว่างผู้เล่น 2 คน
CLIENT_HELP_INC_000658,PvP,PvP
CLIENT_HELP_INC_000659,It means a fight between characters by mutual agreement. Affects PVP fame and PVP point.,หมายถึงการต่อสู้ระหว่างตัวละครด้วยการตกลงร่วมกัน มีผลต่อชื่อเสียงของ PVP และแต้ม PVP
CLIENT_HELP_INC_000660,Asking for PvP,ขอ PvP
CLIENT_HELP_INC_000661,"If you right-click with ALT key on the player whom you want to have duel with, you can have a duel with the player in case of that the user accepts that.",หากคุณคลิกขวาด้วยปุ่ม ALT บนผู้เล่นที่คุณต้องการดวลด้วย คุณสามารถดวลกับผู้เล่นอื่นๆ ได้ในกรณีที่ผู้เล่นอื่นยอมรับคำท้า
CLIENT_HELP_INC_000662,"In case of that you are the leader of your troupe and the clicked one is another leader of other troupe, you can have a group duel, if the other lead accept it.",ในกรณีที่คุณเป็นหัวหน้า leader ตัวละครของคุณและคนที่ถูกท้าเป็นผู้นำของ leader อื่นๆ จะสามารถมีการต่อสู้กลุ่มกัน ในกรณีที่ผู้นำคนอื่นยอมรับคำท้า
CLIENT_HELP_INC_000663,The result of PVP and Fame,ผลลัพธ์ของ PVP และชื่อเสียง
CLIENT_HELP_INC_000664,PVP fame and PVP point change according to PvP record.,ชื่อเสียง PVP และคะแนน PVP เปลี่ยนไปตามบันทึก PvP
CLIENT_HELP_INC_000665,placholder 49,placholder 49
CLIENT_HELP_INC_000666,placholder 50,placholder 50
CLIENT_HELP_INC_000667,placholder 51,placholder 51
CLIENT_HELP_INC_000668,placholder 52,placholder 52
CLIENT_HELP_INC_000669,placholder 53,placholder 53
CLIENT_HELP_INC_000670,placholder 54,placholder 54
CLIENT_HELP_INC_000671,placholder 55,placholder 55
CLIENT_HELP_INC_000672,placholder 56,placholder 56
CLIENT_HELP_INC_000673,placholder 57,placholder 57
CLIENT_HELP_INC_000674,placholder 58,placholder 58
CLIENT_HELP_INC_000675,placholder 59,placholder 59
CLIENT_HELP_INC_000676,placholder 60,placholder 60
CLIENT_HELP_INC_000677,placholder 61,placholder 61
CLIENT_HELP_INC_000678,placholder 62,placholder 62
CLIENT_HELP_INC_000679,placholder 63,placholder 63
CLIENT_HELP_INC_000680,placholder 64,placholder 64
CLIENT_HELP_INC_000681,placholder 65,placholder 65
CLIENT_HELP_INC_000682,placholder 66,placholder 66
CLIENT_HELP_INC_000683,Server,เซิร์ฟเวอร์
CLIENT_HELP_INC_000684,Guild bank and Guild sieges are available only at the 1st sub server of each server set.,คลังกิลด์และกิลด์วอร์จะใช้ได้เฉพาะที่เซิร์ฟเวอร์ย่อยที่ 1 ของแต่ละเซิร์ฟเวอร์หลักเท่านั้น
CLIENT_HELP_INC_000685,placholder 67,placholder 67
CLIENT_HELP_INC_000686,placholder 68,placholder 68
CLIENT_HELP_INC_000687,placholder 69,placholder 69
CLIENT_HELP_INC_000688,placholder 70,placholder 70
CLIENT_HELP_INC_000689,placholder 71,placholder 71
CLIENT_HELP_INC_000690,placholder 72,placholder 72
CLIENT_HELP_INC_000691,placholder 73,placholder 73
CLIENT_HELP_INC_000692,placholder 74,placholder 74
CLIENT_HELP_INC_000693,placholder 75,placholder 75
CLIENT_HELP_INC_000694,placholder 76,placholder 76
CLIENT_HELP_INC_000695,placholder 77,placholder 77
CLIENT_HELP_INC_000696,placholder 78,placholder 78
CLIENT_HELP_INC_000697,placholder 79,placholder 79
CLIENT_HELP_INC_000698,placholder 80,placholder 80
CLIENT_HELP_INC_000699,placholder 81,placholder 81
CLIENT_HELP_INC_000700,placholder 82,placholder 82
CLIENT_HELP_INC_000701,placholder 83,placholder 83
CLIENT_HELP_INC_000702,placholder 84,placholder 84
CLIENT_HELP_INC_000703,placholder 85,placholder 85
CLIENT_HELP_INC_100000,Achievements,ความสำเร็จ
CLIENT_HELP_INC_100001,"There are many kinds of missions: Daily Rewards, Time-Limited Events, Account Shared Achievements, etc. Complete them and you will receive various rewards such as Items, Custom Title, Attack Power Bonus, Penya or Bonus fCoins!","มีภารกิจหลายประเภท: รางวัลรายวัน, อีเวนต์จำกัดเวลา, รางวัลจากการแชร์แอคเคาน์ ฯลฯ ทำภารกิจให้สำเร็จแล้วคุณจะได้รับรางวัลมากมาย เช่น ไอเท็ม ฉายาพิเศษ โบนัสพลังโจมตี เพนย่า หรือเหรียญโบนัส!"
CLIENT_HELP_INC_100002,Flyff Pass,Flyff Pass
CLIENT_HELP_INC_100003,"Complete daily, weekly and season missions to receive rewards!\n\nDon't forget to claim your rewards before the end of the Flyff Pass season.\n\nPoints earned through the Season missions are not included in the weekly limit.",ทำภารกิจรายวัน รายสัปดาห์ และรายซีซั่นให้สำเร็จเพื่อรับรางวัล!\n\nอย่าลืมรับรางวัลของคุณก่อนสิ้นสุดซีซี่น Battle Pass\n\nคะแนนที่ได้รับจากภารกิจซีซั่นไม่รวมอยู่ในรายการจำกัดรายสัปดาห์
CLIENT_HELP_INC_100004,Equipment Switch,สลับอุปกรณ์
CLIENT_HELP_INC_100005,"Create equipment presets, allowing you to have your sets, weapons, and accessories readily available. With a simple shortcut, you can effortlessly equip them without any hassle.",สร้าง Presets อุปกรณ์เพื่อช่วยให้คุณสามารถเปลี่ยนแปลงชุดอุปกรณ์ได้อย่างสะดวก ด้วยทางลัดที่ง่ายดาย คุณสามารถเรียกใช้งานได้อย่างไม่มีความยุ่งยากใด ๆ
CLIENT_HELP_INC_100006,Create ultimate weapon,สร้างอาวุธระดับ ultimate 
CLIENT_HELP_INC_100007,Kalgas Assault Revival,Kalgas Assault Revival
