Key,English,Portuguese
CLIENT_HELP_INC_000392,"When attacking from behind, deals a critical strike to the enemy. Also has a chance to stun the enemy.","Ao atacar por trás, causa um golpe crítico no inimigo. Também tem chance de atordoar o inimigo. Versão em Inglês: Sneak Stab."
CLIENT_HELP_INC_000393,Hit of Penya,Impacto de Penya
CLIENT_HELP_INC_000394,Uses a Yo-yo and a small amount of Penya to deal massive damage.,Usa o Ioiô e uma pequena quantia de Penya para causar um dano poderoso. Versão em Inglês: Hit of Penya
CLIENT_HELP_INC_000395,Escape,Escapar
CLIENT_HELP_INC_000396,Enables character to escape from any movement impairing effects.,Permite que o personagem se liberte de qualquer efeito negativo. Versão em Inglês: Escape
CLIENT_HELP_INC_000397,Vital Stab,Ataque Vital
CLIENT_HELP_INC_000398,"While using Dark Illusion, allows for a sudden attack from the shadows.","Durante a Ilusão Sombria, permite um ataque repentino das sombras. Versão em Inglês: Vital Stab."
CLIENT_HELP_INC_000399,Ranger,Ranger
CLIENT_HELP_INC_000400,"The second job class for Acrobats, they specialize in long distance attacks, mainly with a bow.","Uma classe que Acrobatas podem se tornar, são especializados em ataques de longa distância, feitos com um Arco. Ágil e habilidoso, Ranger é uma classe atiradora de longo alcance com um grande poder de efeito em área."
CLIENT_HELP_INC_000401,placholder 32,placholder 32
CLIENT_HELP_INC_000402,Critical Shot,Tiro Crítico
CLIENT_HELP_INC_000403,This skill increases Critical Hit for a limited time.,Aumenta a chance de acerto crítico dos seus ataques. Versão em Inglês: Critical Shot.
CLIENT_HELP_INC_000404,Ice Arrow,Flecha de Gelo
CLIENT_HELP_INC_000405,"This skill causes an explosion of frost, slowing all enemies in a certain area for a certain period of time.","Esta habilidade causa uma explosão de congelamento, deixando todos os inimigos em uma certa área lentos por algum tempo. Versão em Inglês: Ice Arrow."
CLIENT_HELP_INC_000406,Flame Arrow,Flecha Flamejante
CLIENT_HELP_INC_000407,This skill gives the fire element to arrows and damages surrounding enemies.,"Esta habilidade causa uma explosão de fogo, queimando uma pequena área por um curto período de tempo. Versão em Inglês: Flame Arrow."
CLIENT_HELP_INC_000408,Piercing Arrow,Flecha Perfurante
CLIENT_HELP_INC_000409,"This skill pierces monsters who are a straight line, dealing damage to all of them.","Esta habilidade perfura alvos em uma linha reta, causando dano a todos eles. Versão em Inglês: Piercing Arrow."
CLIENT_HELP_INC_000410,Poison Arrow,Flecha Venenosa
CLIENT_HELP_INC_000411,The strong damage and continuous poisonous damage will be occurred simutaneously.,Um dano inicial e um dano contínuo causado por veneno ocorrerão simultaneamente. Efeito do Envenenamento: Causa danos a um inimigo por um período de tempo e reduz sua capacidade de cura. Versão em Inglês: Poison Arrow.
CLIENT_HELP_INC_000412,Silent Arrow,Flecha Silenciosa
CLIENT_HELP_INC_000413,"Deals strong damage and silences the target. While silenced, the target cannot cast spells of any kind.","Causa forte dano e silencia o alvo. Enquanto silenciado, o alvo não pode usar nenhuma habilidade. Versão em Inglês: Silent Arrow."
CLIENT_HELP_INC_000414,Nature,Natureza
CLIENT_HELP_INC_000415,This skill heightens the users senses with nature to increase Magic Defense & Bow Range.,Força da natureza que aumenta sua defesa mágica e seu alcance com o arco. Versão em Inglês: Nature.
CLIENT_HELP_INC_000416,Triple shot,Tiro Triplo
CLIENT_HELP_INC_000417,Triple arrows will be shot to deal strong damage.,Flechas triplas são atiradas para causar dano e atordoar o alvo. Versão em Inglês: Triple Shot.
CLIENT_HELP_INC_000418,Ringmaster,Ringmaster
CLIENT_HELP_INC_000419,"The first job class for Assists, uses a staff like an Assist. Focuses more on supporting party than damaging monsters.","Uma classe para Assists, usa um Bastão como sua arma principal. Guiados pela bênção de Rhisis, Ringmasters irão te ajudar nos momentos mais difíceis. É uma classe de apoio, pode enfraquecer monstros e fortalecer aliados."
CLIENT_HELP_INC_000420,Protect,Proteger
CLIENT_HELP_INC_000421,This buff increases the physical defense of the target.,Esta força aumenta a defesa física do alvo aliado. Versão em Inglês: Protect
CLIENT_HELP_INC_000422,Holyguard,Guarda Sagrada
CLIENT_HELP_INC_000423,This buff protects the target from incoming critical hits for a limited amount of time.,Concede proteção máxima contra ataques críticos por um período limitado de tempo. Versão em Inglês: Holyguard.
CLIENT_HELP_INC_000424,Holycross,Cruz Sagrada
CLIENT_HELP_INC_000425,The enemy will take double damage.,O inimigo sofrerá dano duplo. Versão em Inglês: Holy Cross.
CLIENT_HELP_INC_000426,Spiriture Fortune,Fortuna Espiritual
CLIENT_HELP_INC_000427,Greatly increases your physical attack power for a period of time.,Aumenta muito seu poder de ataque físico por um período de tempo. Versão em Inglês: Spirit Fortune.
CLIENT_HELP_INC_000428,Gebura Tiphreth,Gebura Tiphreth
CLIENT_HELP_INC_000429,"Increases accuracy, attack speed and attack power for all party members within range.","Aumenta a precisão, velocidade de ataque e o poder de ataque de todos os membros de grupo dentro do alcance."
CLIENT_HELP_INC_000430,Gvur Tialla,Gvur Tialla
CLIENT_HELP_INC_000431,Cleanses any abnormal conditions.,Remove qualquer efeito negativo de você ou do alvo aliado.
CLIENT_HELP_INC_000432,Heal Rain,Chuva de Cura
CLIENT_HELP_INC_000433,Recovers a large amount of HP for all party members.,Recupera uma grande quantidade de HP para todos os membros do grupo próximos. Versão em Inglês: Heal Rain.
CLIENT_HELP_INC_000434,Merkaba Hanzelrusha,Merkaba Hanzelrusha
CLIENT_HELP_INC_000435,Deals damage over time to all enemies in a certain area.,Causa dano ao longo do tempo a todos os inimigos em uma determinada área.
CLIENT_HELP_INC_000436,Billposter,Billposter
CLIENT_HELP_INC_000437,"The second job class for Assists, they use a knuckle hammer like Assists. They specialize in Critical attacks but have a slower attack speed.","Uma classe para Assists se tornarem, usam um Punho como arma principal. Forte e intimidador, o Billposter é um lutador versátil que destrói qualquer um que ousar ficar em seu caminho. É uma classe que pode enfrentar vários inimigos de uma vez, suas habilidades o fazem mais independente do que qualquer outra classe."
CLIENT_HELP_INC_000438,Belial Smashing,Belial Esmagador
CLIENT_HELP_INC_000439,A skill that delivers one powerful dashing punch.,Uma habilidade que oferece um potente e destrutivo golpe. Versão em Inglês: Belial Smashing
CLIENT_HELP_INC_000440,Blood Fist,Punho de Sangue
CLIENT_HELP_INC_000441,"Strikes the enemy, making it bleed. Bleeding causes additional damage over time.",Golpeia o inimigo e o faz sangrar. Efeito do Sangramento: Causa danos a um inimigo por um período de tempo e reduz sua velocidade de ataque. Versão em Inglês: Blood Fist.
CLIENT_HELP_INC_000442,Piercing Serpent,Serpente Perfurante
CLIENT_HELP_INC_000443,"Dashes forward with a burning fist, striking the enemy.",Atira um raio perfurante de energia a queima a roupa do inimigo. Versão em Inglês: Piercing Serpent.
CLIENT_HELP_INC_000444,Asmodeus,Asmodeus
CLIENT_HELP_INC_000445,Increases the attack power bonus of knuckles.,Aumenta o poder de ataque do punho.
CLIENT_HELP_INC_000446,Baraqijal Esna,Baraqijal Esna
CLIENT_HELP_INC_000447,"When the skill works, it reduces the monsters defense and increases the monsters attack power.",Reduz a defesa do alvo ao custo de aumentar o poder de ataque do alvo.
CLIENT_HELP_INC_000448,Grvub Tialbold,Grvub Tialbold
CLIENT_HELP_INC_000449,An energy wave deals damage to all monsters around the caster.,Uma onda de energia que causa dano a todos os monstros em volta.
CLIENT_HELP_INC_000450,Sonic Hand,Mão Sônica
CLIENT_HELP_INC_000451,Uses a knuckle hammer to strike with deadly speed.,Usa o punho para golpear múltiplas vezes com uma velocidade mortal. Versão em Inglês: Sonic Hand.
CLIENT_HELP_INC_000452,Asalraalaikum,Asalraalaikum
CLIENT_HELP_INC_000453,"Strikes the enemy with concentrated power, consumes all MP.",Um poderoso e destruidor ataque concentrado que consome toda a mana (MP).
CLIENT_HELP_INC_000454,Elementor,Elementor
CLIENT_HELP_INC_000455,"The first job class for Magicians, they use staves like Magicians. They specialize in magic effecting large numbers of enemies at once.","Uma classe para Magos, usam cajados como arma principal. Poderoso e destrutivo, os Elementores são especializados em magias da natureza que podem destruir um exército inteiro."
CLIENT_HELP_INC_000456,Firebird,Pássaro de Fogo
CLIENT_HELP_INC_000457,A fireball strikes the enemy.,Uma bola de fogo acerta o inimigo. Versão em Inglês: Firebird.
CLIENT_HELP_INC_000458,Burning Field,Campo de Chamas
CLIENT_HELP_INC_000459,Sheets of flame burn the enemy for a period of time.,Labaredas de fogo queimam os inimigos por um período de tempo. Versão em Inglês: Burning Field.
CLIENT_HELP_INC_000460,Fire Mastery,Domínio do Fogo
CLIENT_HELP_INC_000461,Increases damage done by fire skills.,Aumenta o dano causado por habilidades de fogo. Versão em Inglês: Fire Master.
CLIENT_HELP_INC_000462,Stone Spear,Lança de Pedra
CLIENT_HELP_INC_000463,A spear made of rock strikes the enemy.,Dispara uma lança de pedra atinge o inimigo. Versão em Inglês: Stone Spear.
CLIENT_HELP_INC_000464,Earthquake,Terremoto
CLIENT_HELP_INC_000465,Make a huge earthquake which deals a large amount of damage.,Provoca um enorme terremoto que causa um grande dano. Versão em Inglês: Earthquake.
CLIENT_HELP_INC_000466,Earth Mastery,Domínio da Terra
CLIENT_HELP_INC_000467,Increases damage done by earth skills.,Aumenta o dano feito por habilidades de terra. Versão em Inglês: Earth Master.
CLIENT_HELP_INC_000468,Void,Vazio
CLIENT_HELP_INC_000469,Strong Wind damage is dealt to a single target.,Um dano a vácuo é causado a um único alvo. Versão em Inglês: Void.
CLIENT_HELP_INC_000470,Windfield,Ventania
CLIENT_HELP_INC_000471,A strong wind slows all enemies around the caster for a period of time.,Um vento poderoso que deixa todos os inimigos em volta lentos por um curto tempo. Versão em Inglês: Windfield.
CLIENT_HELP_INC_000472,Wind Mastery,Domínio do Vento
CLIENT_HELP_INC_000473,Increases damage done by wind skills.,Aumenta o dano causado por habilidades de vento. Versão em Inglês: Wind Master.
CLIENT_HELP_INC_000474,Thunder Strike,Choque do Trovão
CLIENT_HELP_INC_000475,Strong Lightning damage is dealt to a single target.,O dano de um Relâmpago forte é causado à um único alvo. Versão em Inglês: Thunder Strike.
CLIENT_HELP_INC_000476,Electric Shock,Choque Elétrico
CLIENT_HELP_INC_000477,"Deals lightning damage to all enemies around the caster, also lowering their defense temporarily.",Causa dano de trovão a todos os inimigos em sua volta e reduz a defesa dos alvos temporariamente. Versão em Inglês: Eletric Shock.
CLIENT_HELP_INC_000478,Lightning Mastery,Domínio do Relâmpago
CLIENT_HELP_INC_000479,Increases damage done by lightning skills.,Aumenta o dano causado por habilidades elétricas. Versão em Inglês: Lightning Master
CLIENT_HELP_INC_000480,Iceshark,Cristal de Gelo
CLIENT_HELP_INC_000481,A shark made of ice strikes the enemy.,Um cristal de gelo atinge o inimigo. Versão em Inglês: Iceshark.
CLIENT_HELP_INC_000482,Poison Cloud,Névoa Venenosa
CLIENT_HELP_INC_000483,"A poison cloud engulfs the enemy, dealing poison and wind damage.","Uma névoa venenosa atinge vários inimigos, causando dano de envenenamento e vento. Efeito do Envenenamento: Causa danos a um inimigo por um período de tempo e reduz sua capacidade de cura. Versão em Inglês: Poison Cloud."
CLIENT_HELP_INC_000484,Water Mastery,Maestria da Água
CLIENT_HELP_INC_000485,Increases damage done by water skills.,Aumenta o dano causado por habilidades de água. Versão em Inglês: Water Master.
CLIENT_HELP_INC_000486,Meteo Shower,Meteoro
CLIENT_HELP_INC_000487,"Meteors strike all the enemies in a certain area, dealing fire and earth damage.","Invoca um meteoro que atinge todos os inimigos ao redor do alvo, causando dano de fogo e terra. Versão em Inglês: Meteo Shower."
CLIENT_HELP_INC_000488,Lightning Storm,Tempestade de Raios
CLIENT_HELP_INC_000489,Lightning and wind damage is dealt to all enemies in the area of effect.,Dano de raio e vento é causado a todos os inimigos na área de efeito. Versão em Inglês: Lightning Storm.
CLIENT_HELP_INC_000490,Sandstorm,Tempestade de Areia
CLIENT_HELP_INC_000491,"A sand storm strikes all the enemies in a certain area, dealing wind and earth damage.","Uma tempestade de areia golpeia todos os inimigos em uma determinada área, causando dano de vento e terra. Versão em Inglês: Sandstorm."
CLIENT_HELP_INC_000492,Blizzard,Avalanche
CLIENT_HELP_INC_000493,"A blizzard strikes all the enemies in a certain area, dealing earth and water damage as well as stunning them.","Uma avalanche atinge todos os inimigos em uma determinada área, causando dano de terra e água, além de atordoá-los. Versão em Inglês: Blizzard."
CLIENT_HELP_INC_000494,Psykeeper,Psykeeper
CLIENT_HELP_INC_000495,"The second job class for Magicians, they use a wand like a Magician. They specialize in magic attacks that assault the mind of the enemy.","Uma classe para Magos, usam um Cetro como arma principal. Misteriosos e sábios, Psykeepers eliminam seus inimigos sem piedade. Eles se especializam em ataques mágicos à mente do inimigo. É uma classe que pode causar toneladas de dano mágico à alvos únicos."
CLIENT_HELP_INC_000496,Demonology,Demonologia
CLIENT_HELP_INC_000497,"Deals damage to the mind of the enemy, by creating illusions of devils.","Causa dano à mente do inimigo, criando ilusões de demônios. Versão em Inglês: Demonology."
CLIENT_HELP_INC_000498,Satanology,Satanologia
CLIENT_HELP_INC_000499,"Confuses the enemy, and binds them in place for a certain amount of time.",Confunde o inimigo e o prende no lugar por um determinado tempo. Versão em Inglês: Satanology.
CLIENT_HELP_INC_000500,Psychic Bomb,Bomba Psíquica
CLIENT_HELP_INC_000501,"Builds up spiritual power, and releases it to do massive damage.",Acumula poder espiritual e o libera para causar um forte dano. Tem chance de atordoar o alvo. Versão em Inglês: Psychic Bomb.
CLIENT_HELP_INC_000502,Spirit Bomb,Bomba Espiritual
CLIENT_HELP_INC_000503,"Collapse the spirit of the enemy, deals damage based on MP.","Acaba com o espírito do inimigo, causa dano com base na quantidade de mana (MP). Versão em Inglês: Spirit Bomb."
CLIENT_HELP_INC_000504,Psychic Wall,Parede Psíquica
CLIENT_HELP_INC_000505,Creates a psychic barrier in front of the caster that the monster cannot pass.,Cria uma parede psíquica que empurra um inimigo para trás causando dano e reduzindo sua velocidade. Versão em Inglês: Psychic Wall.
CLIENT_HELP_INC_000506,Crucio Spell,Feitiço Crucio
CLIENT_HELP_INC_000507,"Gives a certain chance to reflect skill and magic attacks, at double damage.",Dá uma certa chance de refletir ataques em dano duplo. Versão em Inglês: Crucio Spell.
CLIENT_HELP_INC_000508,Maximum Crisis,Crise Máxima
CLIENT_HELP_INC_000509,"If it works then it deals huge damage to the monster. If not, the caster takes the damage instead.",Causa enorme dano aos alvos em sua volta. Versão em Inglês: Maximum Crisis.
CLIENT_HELP_INC_000510,Psychic Square,Explosão Psíquica
CLIENT_HELP_INC_000511,Dazzles the monster and deals a large amount of damage.,Ofusca o monstro e causa uma grande quantidade de dano. Versão em Inglês: Psychic Square.
CLIENT_HELP_INC_000512,Information of the ability,Informações sobre a habilidade
CLIENT_HELP_INC_000513,This explains the information of various abilities that can be increased by growth of character.,Isso explica as informações de várias capacidades que podem aumentar com a evolução do personagem.
CLIENT_HELP_INC_000514,Name,Nome
CLIENT_HELP_INC_000515,The given name of the avatar/character.,O nome dado do avatar/personagem.
CLIENT_HELP_INC_000516,Job,Classe
CLIENT_HELP_INC_000517,This shows the job/class that the player has chosen for his character.,Mostra a tarefa/classe que o jogador escolheu para seu personagem.
CLIENT_HELP_INC_000518,Level,Nível
CLIENT_HELP_INC_000519,This increases according to the accumulated experience. You get new Stat Points and Skill Points for every level reached.,Mostra o estágio de evolução de acordo com a experiência acumulada.. Você recebe novos Pontos de Atributos e Pontos de Habilidades para cada nível alcançado.
CLIENT_HELP_INC_000520,placholder 33,placholder 33
CLIENT_HELP_INC_000521,placholder 34,placholder 34
CLIENT_HELP_INC_000522,placholder 35,placholder 35
CLIENT_HELP_INC_000523,placholder 36,placholder 36
CLIENT_HELP_INC_000524,Strength,Força
CLIENT_HELP_INC_000525,Weapon attack rate increases except for wands and bows.,"A taxa de ataque da arma aumenta, exceto cetros e arcos."
CLIENT_HELP_INC_000526,Stamina,Vigor
CLIENT_HELP_INC_000527,"Affects HP, FP, Defense and HP/FP restoration rate.","Este recurso de status de personagem afeta os HP (Pontos de Vida), FP (Pontos de Fadiga) e DEFESA. Também aumenta a recuperação de HP e FP."
CLIENT_HELP_INC_000528,Dexterity,Destreza
CLIENT_HELP_INC_000529,"Affects accuracy, attack speed, dodge rate, block rate, critical chance and bow attack power.","Afeta precisão, taxa de esquiva, taxa de bloqueio, chance de crítico e dano do arco."
CLIENT_HELP_INC_000530,Intelligence,Inteligência
CLIENT_HELP_INC_000531,"Affects maximum MP, MP restoration amount, magic power and magic defense.","Afeta o Ataque Mágico, Defesa Mágica e MP (Pontos de Mana) de um personagem."
CLIENT_HELP_INC_000532,HP (life),HP (vida)
CLIENT_HELP_INC_000533,This is the vitality of the character and the character will die if it reaches 0. You can recover it with food and pill items.,"Quando a barra de HP de um personagem chega a zero, ele morre e perde uma pequena porcentagem de pontos de exp em seguida. Um personagem pode se recuperar descansando/sentando, mas pode se recuperar imediatamente usando itens de alimento."
CLIENT_HELP_INC_000534,MP (spirit),MP (mana)
CLIENT_HELP_INC_000535,"This is for using magic, you can revive it by drinking refresher.","Isso é necessário para utilizar habilidades mágicas. Pode ser reabastecido ao descansar/sentar, mas pode ser recuperado imediatamente usando itens de poção."
CLIENT_HELP_INC_000536,FP (endurance),FP (foco)
CLIENT_HELP_INC_000537,This is needed to use physical skills. It can be replenished by resting/sitting down but it can be immediately recovered by using vitality drink items.,"Isso é necessário para utilizar habilidades físicas. Pode ser reabastecido ao descansar/sentar, mas pode ser recuperado imediatamente usando itens de bebidas de vitalidade."
CLIENT_HELP_INC_000538,Exp (experience),EXP (experiência)
CLIENT_HELP_INC_000539,This is required to raise the level of a character. It can be earned by killing monsters or through quests.,Isso é necessário para aumentar o nível de um personagem. Pode ser obtido matando monstros ou através de quests.
CLIENT_HELP_INC_000540,Skills,Habilidades
CLIENT_HELP_INC_000541,Skills get stronger as you level and put more points into them.,As habilidades ficam mais fortes à medida que você aumenta o nível e coloca mais pontos nelas.
CLIENT_HELP_INC_000542,Stat points,Pontos de Atributos
CLIENT_HELP_INC_000543,"This is the point you get when you level up. You can distribute the points to your STR,STA,DEX, and INT.","São pontos que você ganha quando aumenta de nível. Você pode distribuir os pontos para FOR, VIG, DES e INT."
CLIENT_HELP_INC_000544,Extra ability,Habilidade extra
CLIENT_HELP_INC_000545,"Some skills require you to become a Hero before being usable, and require special training to be leveled / trained.","Algumas habilidades requerem que você se torne um Herói para serem utilizáveis, e exigem um treinamento especial para serem niveladas/treinadas."
CLIENT_HELP_INC_000546,Attack,Ataque
CLIENT_HELP_INC_000547,This shows the Attack Capacity of a character. The character’s equipment and supportive skills cast on the character also influences this.,"Isso mostra a Capacidade de Ataque de um personagem. Quanto maior for seu ataque, maior será o seu dano. Os equipamentos e habilidades de apoio recaídos sobre personagem também influenciam isso."
CLIENT_HELP_INC_000548,Defense,Defesa
CLIENT_HELP_INC_000549,This shows the Defense Capacity of a character. The character’s equipment and supportive skills cast on the character also influences this.,"Isso mostra a Capacidade de Defesa de um personagem. Quanto maior for sua defesa, menos dano irá tomar. Os equipamentos e habilidades de apoio recaídos sobre personagem também influenciam isso."
CLIENT_HELP_INC_000550,Critical hit rate,Chance Crítica
CLIENT_HELP_INC_000551,This means how much chance you have to make a critical hit.,Indica a chance de causar um ataque crítico.
CLIENT_HELP_INC_000552,Attack Speed,Velocidade de Ataque
CLIENT_HELP_INC_000553,This shows the Attack Rate of a character when attacking.,"Isso mostra a velocidade dos golpes de um personagem. Quanto maior a velocidade de ataque, maior será o dano causado por segundo."
CLIENT_HELP_INC_000554,Resisting power,Poder de resistência
CLIENT_HELP_INC_000555,This indicates how much “Reduced/Weakened magical damage” a character can receive.,Isso indica quanto “Dano mágico reduzido/enfraquecido” um personagem pode receber.
CLIENT_HELP_INC_000556,Properties,Propriedades
CLIENT_HELP_INC_000557,There are 5 elemental properties or attributes that exist in FLYFF. Each of these properties has a strength and weakness. A player can achieve the highest possible damage when he uses a weapon which is imbued with the property that is the weakness of his enemy’s property.,Há 5 propriedades elementares ou atributos existentes no FLYFF. Cada uma dessas propriedades tem um ponto forte e um fraco. Um jogador pode atingir o maior dano possível quando usa uma arma imbuída com a propriedade que é o ponto fraco da propriedade de seu inimigo.
CLIENT_HELP_INC_000558,Fire,Fogo
CLIENT_HELP_INC_000559,Fire A property that is strong against the Wind property but is weak against the Water property.,"Fogo é Uma propriedade forte contra a propriedade de Vento, mas fraca contra a propriedade de Água."
CLIENT_HELP_INC_000560,Water,Água
CLIENT_HELP_INC_000561,Water. A property that is as strong against the Fire Property but is weak against the Electricity property.,"Água. Uma propriedade forte contra a propriedade de Fogo, mas fraca contra a propriedade de Eletricidade."
CLIENT_HELP_INC_000562,Electricity,Eletricidade
CLIENT_HELP_INC_000563,A property that is strong against the Water Property but weak against the Earth Property.,"Uma propriedade forte contra a Propriedade de Água, mas fraca contra a Propriedade de Terra."
CLIENT_HELP_INC_000564,Earth,Terra
CLIENT_HELP_INC_000565,earth A property that is strong against the Electricity Property but weak against the Wind Property.,"terra Uma propriedade forte contra a Propriedade de Eletricidade, mas fraca contra a Propriedade de Vento."
CLIENT_HELP_INC_000566,Wind,Vento
CLIENT_HELP_INC_000567,A property that is strong against the Earth Property but weak against the Fire property.,"Uma propriedade forte contra a Propriedade de Terra, mas fraca contra a propriedade de Fogo."
CLIENT_HELP_INC_000568,Enchant,Encanto
CLIENT_HELP_INC_000569,"Upgrading means making the item more powerful. Each item can be normally upgraded over 10 levels, and weapons / armor chest pieces can be elementally upgraded over 10 levels. If the upgrade fails, there is no penalty between levels 1 and 3, but from levels 4-10 the item will be lost.","Fortalecer significa tornar o item mais poderoso. Cada item pode ser fortalecido normalmente em 10 níveis, e armas / armaduras podem ser elementarmente fortalecidos em 10 níveis. Se o fortalecimento falhar, não há penalidade entre os níveis 1 e 3, mas dos níveis 4 a 10 o item será perdido."
CLIENT_HELP_INC_000570,Attribute Enchant,Atribuir Encanto
CLIENT_HELP_INC_000571,"Your item can receive an attribute modifier (visible in the name of the item) through various means, granting it extra STR, STA, DEX and/or INT.","Seu item pode receber um modificador de atributo (visível no nome do item) através de vários meios, garantindo-o adicionais de FOR, VIG, DES e/ou INT."
CLIENT_HELP_INC_000572,Fire Upgrade,Elemento de Fogo
CLIENT_HELP_INC_000573,"When you refine an item with the Fire property, you’ll need a Fire Property Card. When an item is imbued with the Fire Property the item becomes weak to Water but stronger against Wind.","Ao refinar um item com a propriedade de Fogo, você precisará de uma Carta de Propriedade de Fogo. Quando um item está imbuído com a Propriedade de Fogo, o item fica fraco para Água, mas mais forte contra Vento."
CLIENT_HELP_INC_000574,Water Upgrade,Elemento de Água
CLIENT_HELP_INC_000575,"When you refine an item with the Water property, you’ll need a Water Property Card. When an item is imbued with the Water Property the item becomes weak to Electricity but stronger against Fire.","Ao refinar um item com a propriedade de Água, você precisará de uma Carta de Propriedade de Água. Quando um item está imbuído com a Propriedade de Água, o item fica fraco para Eletricidade, mas mais forte contra Fogo."
CLIENT_HELP_INC_000576,Electric Upgrade,Elemento de Eletricidade
CLIENT_HELP_INC_000577,"When you refine an item with the Electricity property, you’ll need an Electricity Property Card. When an item is imbued with the Electricity Property the item becomes weak to Earth but stronger against Water.","Ao refinar um item com a propriedade de Eletricidade, você precisará de uma Carta de Propriedade de Eletricidade. Quando um item está imbuído com a Propriedade de Eletricidade, o item fica fraco para Terra, mas mais forte contra Água."
CLIENT_HELP_INC_000578,Wind Upgrade,Elemento de Vento
CLIENT_HELP_INC_000579,"When you refine an item with the Wind property, you’ll need a Wind Property Card. When an item is imbued with the Wind Property the item becomes weak to Fire but stronger against Earth.","Ao refinar um item com a propriedade de Vento, você precisará de uma Carta de Propriedade de Vento. Quando um item está imbuído com a Propriedade de Vento, o item fica fraco para Fogo, mas forte contra Terra."
CLIENT_HELP_INC_000580,Earth Upgrade,Elemento de Terra
CLIENT_HELP_INC_000581,"When you refine an item with the Earth property, you’ll need an Earth Property Card. When an item is imbued with the Earth Property the item becomes weak to Wind but stronger against Electricity.","Ao refinar um item com a propriedade de Terra, você precisará de uma Carta de Propriedade de Terra. Quando um item está imbuído com a Propriedade de Terra, o item fica fraco para Vento, mas mais forte contra Eletricidade."
CLIENT_HELP_INC_000582,General Upgrade,Fortalecimento Geral
CLIENT_HELP_INC_000583,"Normal upgrade means a non-element upgrade. Power Dice are required to upgrade, there are 5 types of Power Dice, 4, 6, 8, 10 and 12.","Um Fortalecimento normal significa um Fortalecimento sem elemento. Dados Mágicos são necessários para o upgrade, há 5 tipos de Dados Mágicos, 4, 6, 8, 10 e 12."
CLIENT_HELP_INC_000584,Ultimate Weapon Upgrade,Criar Arma Ultimate
CLIENT_HELP_INC_000585,"You can make an Ultimate Weapon with a +10 upgraded unique weapon by using the Ultimate Weapon Upgrade. The maximum upgrade for an Ultimate weapon is up to +10 the same as any other item upgrade but it needs 'Shining Orikalkum'. The Ultimate upgrade is available only for weapons, and the item is destroyed in case of a failure. From +6 you are able to socket your weapon.","Você pode criar uma Arma Ultimate com uma arma única de Fortalecimento +10 utilizando a Criação de Arma Ultimate. O Fortalecimento máximo para uma arma Ultimate é de até +10 o mesmo que qualquer outro fortalecimento de item, porém é necessário o 'Orikalkum Brilhante'. A criação de arma ultimate está disponível apenas para armas e o item é destruído em caso de falha. Uma arma ultimate ganha um slot de encaixe de pedras preciosas a partir do upgrade +6."
CLIENT_HELP_INC_000586,placholder 39,placholder 39
CLIENT_HELP_INC_000587,placholder 40,placholder 40
CLIENT_HELP_INC_000588,placholder 41,placholder 41
CLIENT_HELP_INC_000589,placholder 42,placholder 42
CLIENT_HELP_INC_000590,placholder 43,placholder 43
CLIENT_HELP_INC_000591,placholder 44,placholder 44
CLIENT_HELP_INC_000592,placholder 45,placholder 45
CLIENT_HELP_INC_000593,placholder 46,placholder 46
CLIENT_HELP_INC_000594,placholder 47,placholder 47
CLIENT_HELP_INC_000595,placholder 48,placholder 48
CLIENT_HELP_INC_000596,Building,Construção
CLIENT_HELP_INC_000597,Information about the buildings that provide services.,Informações sobre os edifícios que fornecem serviços.
CLIENT_HELP_INC_000598,Lodestar,Lodestar
CLIENT_HELP_INC_000599,This is a structure that gathers spiritual life and resurrects players who died. It is located inside a city or a wide open clearing.,É uma estrutura que reúne vida espiritual e ressucita jogadores que morreram. Está localizado dentro de uma cidade ou clareira ampla.
CLIENT_HELP_INC_000600,Lodelight,Lodelight
CLIENT_HELP_INC_000601,This is a structure that functions like a Lodestar but it resurrects a player in a place near the hunting grounds.,Ressuscita um jogador em um lugar perto dos terrenos de caça.
CLIENT_HELP_INC_000602,Weapon shop,Loja de armas
CLIENT_HELP_INC_000603,"This place sells weapons for the 1st job class such as vagrant, mercenary, and acrobat. It also sells weapons for the 2nd job class such as knight, blade, ringmaster, billposter, jester, and ranger.","Este lugar vende armas para a primeira classe, como Vagrant, Mercenário e Acrobata. Também vende armas para a segunda classe como Knight, Blade, Ringmaster, Billposter, Jester e Ranger."
CLIENT_HELP_INC_000604,Armor shop,Loja de armaduras
CLIENT_HELP_INC_000605,"This place sells armor for Mercenaries, Assists, and Acrobats.","Este lugar vende armaduras para Mercenários, Assists e Acrobatas."
CLIENT_HELP_INC_000606,Magic store,Loja de Magos
CLIENT_HELP_INC_000607,"This place sells weapons, armor, and magic items best suited for Magicians.","Este lugar vende armas, armaduras e itens mágicos mais adequados para Magos."
CLIENT_HELP_INC_000608,Food shop,Loja de Alimentos
CLIENT_HELP_INC_000609,This shop sells food items that help recover HP,Esta loja vende alimentos que ajudam a recuperar o HP
CLIENT_HELP_INC_000610,General merchandise,Mercadorias em geral
CLIENT_HELP_INC_000611,"This place sells Arrows, Posters, and those sorts of things.","Este lugar vende Flechas, Posters e semelhantes."
CLIENT_HELP_INC_000612,Public Office,Escritório Público
